Participant,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,EyeContact,Smiled,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
p58,ARX0S1CIDJLOX,4.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,7.0,2.0,5.0,6.0,6.0,5.0,6.0,3.0,79.0
p58,AGGR,4.19910095687,4.36246647518,4.55559083006,5.1818843005,3.52710417661,5.10114806034,5.64371321699,4.02592294132,5.19562474492,5.44699961456,6.00478506025,3.32318595354,4.47985241982,5.34108469912,5.50955111673,5.48038407714,5.65778276883,4.64381534537,87.6799967582
p59,A1ITBXITLY2952,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,2.0,5.0,6.0,4.0,3.0,6.0,77.0
p59,A1OLRUT93TXWEP,6.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,87.0
p59,A1ZQ7A1CUV6RD8,3.0,3.0,3.0,2.0,4.0,4.0,3.0,7.0,3.0,7.0,7.0,6.0,3.0,6.0,7.0,5.0,7.0,5.0,85.0
p59,A2F7D8EOTB663,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,7.0,108.0
p59,A323WW03VM8089,3.0,4.0,5.0,3.0,5.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,70.0
p59,A34M93NJC830DP,6.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,93.0
p59,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,6.0,2.0,7.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,4.0,6.0,7.0,93.0
p59,ANUXUJE8QRE0C,4.0,4.0,5.0,5.0,6.0,2.0,7.0,7.0,3.0,7.0,2.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,92.0
p59,ARX0S1CIDJLOX,3.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,4.0,6.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,61.0
p59,AGGR,4.49571678482,4.22945395489,4.37487459919,4.18138447171,5.15663294023,3.99429281536,5.05246972242,5.18199607678,4.12840830965,5.6756587871,5.36732980707,5.16960331301,3.89183885372,5.17209953053,5.32210004285,4.71631758638,5.39298868232,5.01587374326,86.5190400213
p60,A1ITBXITLY2952,5.0,4.0,5.0,6.0,6.0,4.0,7.0,4.0,3.0,7.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,93.0
p60,A1OLRUT93TXWEP,5.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,7.0,4.0,89.0
p60,A1ZQ7A1CUV6RD8,4.0,4.0,3.0,5.0,5.0,2.0,4.0,5.25,1.0,6.0,6.0,6.0,3.0,7.0,6.0,6.0,5.0,6.0,84.25
p60,A2F7D8EOTB663,5.0,5.0,6.0,6.0,6.0,2.0,6.0,5.0,3.0,6.0,5.0,6.0,2.0,5.0,6.0,6.0,5.0,5.0,90.0
p60,A323WW03VM8089,4.0,5.0,4.0,5.0,6.0,4.0,5.0,5.25,4.0,6.0,4.0,5.0,3.0,4.0,3.0,5.0,6.0,3.0,81.25
p60,A34M93NJC830DP,5.0,5.0,5.0,6.0,5.0,3.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,88.0
p60,ABM77ZQWCHPNX,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.25,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,104.25
p60,ANUXUJE8QRE0C,5.0,5.0,5.0,5.0,6.0,2.0,6.0,5.25,6.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,3.0,88.25
p60,ARX0S1CIDJLOX,4.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,6.0,4.0,5.0,2.0,5.0,5.0,6.0,6.0,4.0,85.0
p60,AGGR,4.86537928843,4.83159600236,5.16977580619,5.72848811602,5.41999012406,3.32818803648,5.82552343809,4.61096804761,3.55474600935,6.09971465882,5.2270828098,5.40983542452,4.07119407478,4.48492672176,4.90227995809,5.47951831287,5.99648379291,4.41876249439,89.4244531165
p61,A1ITBXITLY2952,4.0,3.0,3.0,3.0,1.0,6.0,6.0,3.0,5.0,4.0,6.0,4.0,5.0,7.0,7.0,5.0,4.0,3.0,79.0
p61,A1OLRUT93TXWEP,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,87.0
p61,A1ZQ7A1CUV6RD8,4.0,2.0,2.0,7.0,2.0,2.0,1.0,7.0,6.0,2.0,7.0,2.0,1.0,1.0,6.0,5.0,5.0,2.0,64.0
p61,A2F7D8EOTB663,4.0,4.0,6.0,5.0,4.0,3.0,2.0,4.0,6.0,4.0,7.0,2.0,4.0,7.0,6.0,6.0,6.0,5.0,85.0
p61,A323WW03VM8089,5.0,4.0,6.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,3.0,2.0,5.0,6.0,5.0,5.0,6.0,4.0,80.0
p61,A34M93NJC830DP,4.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,81.0
p61,ABM77ZQWCHPNX,3.0,3.0,4.0,5.0,2.0,5.0,4.0,7.0,3.0,4.0,7.0,2.0,4.0,6.0,6.0,4.0,4.0,4.0,77.0
p61,ANUXUJE8QRE0C,4.0,4.0,5.0,4.0,2.0,6.0,6.0,3.5,2.0,5.0,2.0,1.0,6.0,7.0,7.0,4.0,5.0,7.0,80.5
p61,ARX0S1CIDJLOX,2.0,1.0,3.0,1.0,2.0,3.0,6.0,4.0,7.0,1.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,56.0
p61,AGGR,4.19482840999,3.59748012965,4.24904869141,3.74589227034,3.04542442885,4.35963671878,4.82385528073,4.34328818801,4.73744105231,4.11401969743,5.56873534432,3.09840772412,4.44701561752,5.56006477945,5.5847678414,4.66167620156,4.87219238166,3.96473043355,78.9685051911
p62,A1ITBXITLY2952,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,3.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,90.0
p62,A1OLRUT93TXWEP,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,96.0
p62,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,5.0,6.0,5.0,5.25,5.0,6.0,7.0,5.0,2.0,7.0,7.0,1.0,7.0,6.0,99.25
p62,A2F7D8EOTB663,5.0,5.0,6.0,6.0,5.0,6.0,3.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,96.0
p62,A323WW03VM8089,3.0,4.0,4.0,5.0,4.0,3.0,4.0,7.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,71.0
p62,A34M93NJC830DP,4.0,4.0,3.0,4.0,4.0,7.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,6.0,6.0,3.0,5.0,4.0,76.0
p62,ABM77ZQWCHPNX,5.0,5.0,5.0,6.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,5.0,1.0,1.0,7.0,7.0,7.0,99.0
p62,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,117.0
p62,ARX0S1CIDJLOX,3.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,6.0,4.0,1.0,2.0,5.0,5.0,6.0,1.0,58.0
p62,AGGR,4.71919794922,4.71117492012,4.6226485055,5.41006827915,4.66673171724,5.67148381313,4.57086284862,4.36858845447,4.07067578913,5.09237911379,5.54722887961,4.73650991358,3.9826335406,5.28184005483,5.31926420968,5.14427567089,5.75199126911,4.63778815554,88.3053430842
p63,A1ITBXITLY2952,5.0,4.0,4.0,6.0,4.0,6.0,6.0,3.0,2.0,5.0,6.0,4.0,3.0,5.0,6.0,6.0,5.0,5.0,85.0
p63,A1OLRUT93TXWEP,6.0,5.0,5.0,5.0,4.0,7.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,96.0
p63,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,4.0,6.0,3.0,5.25,5.0,2.0,7.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,99.25
p63,A2F7D8EOTB663,5.0,5.0,6.0,6.0,5.0,6.0,7.0,3.0,5.0,6.0,6.0,4.0,4.0,7.0,6.0,7.0,6.0,6.0,100.0
p63,A323WW03VM8089,5.0,3.0,6.0,6.0,2.0,6.0,5.0,7.0,3.0,6.0,4.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,84.0
p63,A34M93NJC830DP,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,5.0,5.0,73.0
p63,ABM77ZQWCHPNX,6.0,6.0,7.0,4.0,4.0,4.0,1.0,7.0,1.0,7.0,7.0,7.0,4.0,3.0,3.0,4.0,7.0,7.0,89.0
p63,ANUXUJE8QRE0C,5.0,5.0,6.0,6.0,2.0,3.0,7.0,3.5,2.0,7.0,5.0,3.0,5.0,6.0,6.0,6.0,7.0,6.0,90.5
p63,ARX0S1CIDJLOX,5.0,6.0,4.0,5.0,5.0,6.0,7.0,3.0,3.0,6.0,7.0,3.0,2.0,4.0,4.0,5.0,6.0,4.0,85.0
p63,AGGR,5.08307917339,4.4754932091,4.7794067771,5.27711922609,3.90942489936,5.41064964824,4.93292347874,4.05348209032,3.3480232258,5.15654832891,5.40549448169,4.31123851715,3.76316841209,5.49375970915,5.48499199414,5.46177237209,5.98336451458,5.22206954498,87.5520096029
p64,A1ITBXITLY2952,3.0,4.0,4.0,6.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,7.0,6.0,6.0,4.0,6.0,76.0
p64,A1OLRUT93TXWEP,6.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,95.0
p64,A1ZQ7A1CUV6RD8,6.0,6.0,4.0,5.0,2.0,6.0,1.0,7.0,6.0,2.0,7.0,1.0,6.0,7.0,7.0,7.0,4.0,3.0,87.0
p64,A2F7D8EOTB663,6.0,6.0,4.0,6.0,5.0,7.0,4.0,6.0,6.0,4.0,3.0,4.0,4.0,7.0,6.0,4.0,6.0,6.0,94.0
p64,A323WW03VM8089,5.0,7.0,5.0,5.0,5.0,4.0,3.0,7.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,6.0,7.0,3.0,84.0
p64,A34M93NJC830DP,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,6.0,5.0,74.0
p64,ABM77ZQWCHPNX,3.0,3.0,4.0,4.0,4.0,3.0,1.0,7.0,2.0,3.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,70.0
p64,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,5.0,4.0,3.0,3.5,1.0,6.0,3.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,96.5
p64,ARX0S1CIDJLOX,5.0,5.0,4.0,5.0,5.0,6.0,1.0,5.0,6.0,4.0,4.0,4.0,2.0,6.0,6.0,7.0,6.0,5.0,86.0
p64,AGGR,4.73896974042,4.87605151658,4.17978510132,5.37798904819,4.3888214582,5.09887759951,2.89139255374,4.82550165163,4.45544507465,4.31347713723,3.47721024205,4.141321624,3.69357836245,5.9596641469,5.43258156813,5.53425605295,5.61711001912,4.96296453571,83.9649974328
p65,A1ITBXITLY2952,5.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,91.0
p65,A1OLRUT93TXWEP,6.0,6.0,6.0,7.0,6.0,7.0,5.0,4.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,107.0
p65,A1ZQ7A1CUV6RD8,5.0,4.0,4.0,6.0,3.0,4.0,1.0,3.5,3.0,3.0,6.0,6.0,3.0,7.0,7.0,7.0,6.0,6.0,84.5
p65,A2F7D8EOTB663,6.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,107.0
p65,A323WW03VM8089,5.0,6.0,6.0,4.0,4.0,3.0,3.0,5.25,1.0,6.0,3.0,5.0,3.0,5.0,5.0,4.0,7.0,3.0,78.25
p65,A34M93NJC830DP,5.0,5.0,5.0,6.0,5.0,6.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,7.0,5.0,95.0
p65,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,4.0,6.0,4.0,4.0,4.0,7.0,7.0,4.0,6.0,6.0,92.0
p65,ANUXUJE8QRE0C,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.25,3.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,90.25
p65,ARX0S1CIDJLOX,5.0,5.0,6.0,6.0,4.0,7.0,5.0,2.0,3.0,7.0,6.0,4.0,1.0,6.0,6.0,4.0,7.0,6.0,90.0
p65,AGGR,5.22422953574,5.23406839622,5.30833863712,5.83802269775,4.53060123974,6.03696554353,4.4677826891,4.30303347658,4.03039648042,5.35568340533,5.31094011898,4.99971598947,4.63501493131,6.25781388858,6.16928747395,5.61512899062,6.6323997375,5.17731050305,95.126733735
p66,A1ITBXITLY2952,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,2.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,104.0
p66,A1OLRUT93TXWEP,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,106.0
p66,A1ZQ7A1CUV6RD8,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.5,2.0,6.0,7.0,6.0,2.0,7.0,7.0,7.0,6.0,7.0,109.5
p66,A2F7D8EOTB663,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,6.0,6.0,96.0
p66,A323WW03VM8089,5.0,5.0,3.0,6.0,6.0,4.0,5.0,5.25,2.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,6.0,5.0,84.25
p66,A34M93NJC830DP,4.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,78.0
p66,ABM77ZQWCHPNX,5.0,5.0,3.0,7.0,7.0,7.0,7.0,3.5,2.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,107.5
p66,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,6.0,2.0,7.0,3.5,2.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,107.5
p66,ARX0S1CIDJLOX,5.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2.0,6.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,82.0
p66,AGGR,5.51747657291,5.82285472738,4.8995670953,6.19329952373,6.2141565891,5.73109802343,5.84351938386,5.48385652592,2.52017711215,5.60937461722,4.9450856006,5.02227797129,4.51540977032,5.47987536941,5.69672710925,5.31157899109,5.53901940689,5.56750067787,95.9128550677
p67,A1ITBXITLY2952,7.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,2.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,107.0
p67,A1OLRUT93TXWEP,6.0,2.0,1.0,6.0,6.0,7.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,95.0
p67,A1ZQ7A1CUV6RD8,6.0,5.0,6.0,7.0,6.0,6.0,6.0,5.25,3.0,7.0,7.0,7.0,3.0,7.0,7.0,6.0,6.0,7.0,107.25
p67,A2F7D8EOTB663,6.0,6.0,4.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,3.0,7.0,2.0,4.0,6.0,6.0,6.0,7.0,101.0
p67,A323WW03VM8089,4.0,5.0,2.0,6.0,6.0,6.0,5.0,5.25,4.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,91.25
p67,A34M93NJC830DP,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,6.0,92.0
p67,ABM77ZQWCHPNX,6.0,6.0,6.0,2.0,2.0,7.0,6.0,7.0,4.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,100.0
p67,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,120.0
p67,ARX0S1CIDJLOX,5.0,6.0,3.0,6.0,6.0,7.0,6.0,5.0,2.0,6.0,5.0,7.0,3.0,7.0,7.0,5.0,6.0,6.0,98.0
p67,AGGR,5.83677449761,5.24203005412,4.26818252056,6.1728960422,5.7368392955,6.59741070031,6.29946084889,4.92479784023,4.20432537602,5.46545664091,4.83959782896,6.11673825755,4.43546976733,5.75620281651,6.13901746037,5.93363465083,5.80140651932,6.24781567325,100.01805679
p69,A1ITBXITLY2952,4.0,4.0,3.0,3.0,1.0,6.0,5.0,1.0,5.0,3.0,7.0,1.0,5.0,6.0,6.0,4.0,4.0,4.0,72.0
p69,A1OLRUT93TXWEP,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,3.0,83.0
p69,A1ZQ7A1CUV6RD8,4.0,3.0,2.0,5.0,2.0,3.0,2.0,3.5,1.0,1.0,7.0,1.0,1.0,7.0,7.0,3.0,2.0,3.0,57.5
p69,A2F7D8EOTB663,5.0,5.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,7.0,3.0,4.0,7.0,7.0,6.0,6.0,6.0,93.0
p69,A323WW03VM8089,3.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,3.0,3.0,5.0,4.0,3.0,6.0,5.0,4.0,5.0,2.0,64.0
p69,A34M93NJC830DP,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,6.0,3.0,72.0
p69,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,3.0,5.0,6.0,4.0,5.0,7.0,7.0,5.0,6.0,6.0,90.0
p69,ANUXUJE8QRE0C,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.5,4.0,6.0,5.0,1.0,3.0,7.0,7.0,4.0,6.0,5.0,77.5
p69,ARX0S1CIDJLOX,4.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,7.0,1.0,6.0,6.0,6.0,2.0,5.0,4.0,69.0
p69,AGGR,3.77064029362,3.78881802224,3.77839634854,3.83471519111,3.12548133767,4.51216470354,4.10451675542,3.28791212995,3.81650931336,4.01396863511,6.07561962461,2.57476913898,4.0394536969,6.1047731091,6.0385258973,4.2607121295,5.28524766446,3.86887493106,76.2810989225
p70,A1ITBXITLY2952,6.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,4.0,105.0
p70,A1OLRUT93TXWEP,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,3.0,76.0
p70,A1ZQ7A1CUV6RD8,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,7.0,7.0,6.0,2.0,7.0,7.0,6.0,7.0,4.0,100.5
p70,A2F7D8EOTB663,5.0,5.0,6.0,6.0,7.0,4.0,7.0,5.0,2.0,7.0,7.0,3.0,5.0,3.0,4.0,5.0,7.0,4.0,92.0
p70,A323WW03VM8089,4.0,3.0,3.0,3.0,3.0,2.0,3.0,7.0,5.0,6.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,66.0
p70,A34M93NJC830DP,5.0,4.0,4.0,5.0,7.0,5.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,3.0,5.0,6.0,3.0,86.0
p70,ABM77ZQWCHPNX,3.0,3.0,4.0,4.0,4.0,5.0,4.0,7.0,6.0,4.0,7.0,2.0,5.0,2.0,2.0,3.0,6.0,4.0,75.0
p70,ANUXUJE8QRE0C,6.0,5.0,6.0,6.0,6.0,6.0,3.0,5.25,4.0,7.0,6.0,6.0,7.0,2.0,4.0,6.0,6.0,3.0,94.25
p70,ARX0S1CIDJLOX,4.0,4.0,5.0,4.0,3.0,4.0,7.0,3.0,3.0,5.0,7.0,4.0,5.0,2.0,2.0,4.0,5.0,1.0,72.0
p70,AGGR,4.70074076,4.29815146031,4.85225585313,4.98333326884,5.26686619691,4.40173454055,5.64856877525,4.49323633813,4.58583311128,5.84817494339,6.1818978556,3.95889757641,5.08800063289,3.87680098073,3.96849364384,5.20988091865,6.20701287937,3.12880051912,86.6986802544
p71,A1ITBXITLY2952,6.0,6.0,7.0,6.0,4.0,6.0,7.0,4.0,3.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,102.0
p71,A1OLRUT93TXWEP,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,85.0
p71,A1ZQ7A1CUV6RD8,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.25,5.0,6.0,6.0,3.0,2.0,7.0,7.0,6.0,7.0,5.0,93.25
p71,A2F7D8EOTB663,5.0,5.0,6.0,6.0,6.0,3.0,7.0,4.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,101.0
p71,A323WW03VM8089,4.0,4.0,3.0,4.0,4.0,3.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,4.0,3.0,5.0,6.0,3.0,75.0
p71,A34M93NJC830DP,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,84.0
p71,ABM77ZQWCHPNX,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,3.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,7.0,100.0
p71,ANUXUJE8QRE0C,6.0,6.0,6.0,1.0,5.0,4.0,7.0,7.0,5.0,7.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,102.0
p71,ARX0S1CIDJLOX,3.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,4.0,4.0,7.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,68.0
p71,AGGR,4.8643857389,4.9386559798,5.14575836792,4.66468493244,4.51357622051,4.58503726946,5.87601448384,4.98071639371,4.12803108401,5.89894079967,5.24214913249,4.33945671514,4.72711816786,5.03445911625,5.23388946728,5.55900758443,5.99441909792,4.64344665356,90.3697472052
p72,A1ITBXITLY2952,4.0,3.0,4.0,5.0,3.0,5.0,6.0,4.0,1.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,75.0
p72,A1OLRUT93TXWEP,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,3.0,80.0
p72,A1ZQ7A1CUV6RD8,4.0,4.0,4.0,6.0,2.0,3.0,2.0,5.25,2.0,1.0,7.0,1.0,1.0,7.0,6.0,7.0,6.0,4.0,72.25
p72,A2F7D8EOTB663,6.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,109.0
p72,A323WW03VM8089,3.0,3.0,4.0,4.0,4.0,4.0,3.0,7.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,2.0,70.0
p72,A34M93NJC830DP,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,98.0
p72,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.5,2.0,5.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,80.5
p72,ANUXUJE8QRE0C,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.25,3.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,106.25
p72,ARX0S1CIDJLOX,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,7.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,71.0
p72,AGGR,4.72726274526,4.55296200649,4.58784646141,5.19713280141,4.03536729622,5.12916464945,5.38647332074,4.69213699737,3.56543898623,4.7531530464,5.72766338027,4.46757143232,4.76919910459,4.66205485593,4.65622053478,5.80444517752,5.76829736038,3.95114812163,86.4335382784
p73,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,110.0
p73,A1OLRUT93TXWEP,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,93.0
p73,A1ZQ7A1CUV6RD8,6.0,6.0,5.0,7.0,4.0,6.0,3.0,5.25,7.0,4.0,7.0,2.0,3.0,7.0,7.0,7.0,7.0,2.0,95.25
p73,A2F7D8EOTB663,7.0,6.0,7.0,7.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,114.0
p73,A323WW03VM8089,4.0,4.0,3.0,4.0,4.0,4.0,5.0,7.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,85.0
p73,A34M93NJC830DP,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,89.0
p73,ABM77ZQWCHPNX,6.0,6.0,6.0,2.0,5.0,5.0,5.0,5.25,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,105.25
p73,ANUXUJE8QRE0C,6.0,6.0,6.0,6.0,6.0,3.0,7.0,5.25,6.0,7.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,108.25
p73,ARX0S1CIDJLOX,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,7.0,3.0,7.0,5.0,3.0,5.0,6.0,7.0,5.0,99.0
p73,AGGR,5.60926577555,5.04311324985,5.0372789287,5.41645375705,5.02620075772,5.17074693087,5.35919667782,5.08078880667,5.8199866881,5.87249827675,5.32596353287,5.20198092437,5.50660377243,6.09189739556,6.34390405177,5.80650741863,6.37956541094,5.44625330175,99.5382056574
